plating_rowdata_index,plating_line_index,plating_line_element_index,plating_rowdata_date,plating_output_v,plating_output_a,plating_input_v,plating_input_a,plating_internal_temperature,plating_external_temperature,plating_external_humidity
723,1,1,"2021-07-14 11:59:29",3.6,4.5,0,0,0,0,0
724,1,1,"2021-07-14 11:59:30",3.6,4.5,0,0,0,0,0
725,1,1,"2021-07-14 11:59:30",3.6,4.5,0,0,0,0,0
726,1,1,"2021-07-14 11:59:31",3.6,4.5,0,0,0,0,0
727,1,1,"2021-07-14 11:59:31",3.6,4.5,0,0,0,0,0
728,1,1,"2021-07-14 11:59:32",3.6,4.5,0,0,0,0,0
729,1,1,"2021-07-14 11:59:32",3.6,4.5,0,0,0,0,0
730,1,1,"2021-07-14 11:59:32",3.6,4.5,0,0,0,0,0
731,1,1,"2021-07-14 11:59:33",3.6,4.5,0,0,0,0,0
732,1,1,"2021-07-14 11:59:33",3.6,4.5,0,0,0,0,0
733,1,1,"2021-07-14 11:59:34",3.6,4.5,0,0,0,0,0
734,1,1,"2021-07-14 11:59:34",3.6,4.5,0,0,0,0,0
735,1,1,"2021-07-14 11:59:34",3.6,4.5,0,0,0,0,0
736,1,1,"2021-07-14 11:59:35",3.6,4.5,0,0,0,0,0
737,1,1,"2021-07-14 11:59:35",3.6,4.5,0,0,0,0,0
738,1,1,"2021-07-14 11:59:36",3.6,4.5,0,0,0,0,0
739,1,1,"2021-07-14 11:59:36",3.6,4.5,0,0,0,0,0
740,1,1,"2021-07-14 11:59:36",3.6,4.5,0,0,0,0,0
741,1,1,"2021-07-14 11:59:37",3.6,4.5,0,0,0,0,0
742,1,1,"2021-07-14 11:59:37",3.6,4.5,0,0,0,0,0
743,1,1,"2021-07-14 11:59:38",3.6,4.5,0,0,0,0,0
744,1,1,"2021-07-14 11:59:38",3.6,4.5,0,0,0,0,0
745,1,1,"2021-07-14 11:59:38",3.6,4.5,0,0,0,0,0
746,1,1,"2021-07-14 11:59:39",3.6,4.5,0,0,0,0,0
747,1,1,"2021-07-14 11:59:39",3.6,4.5,0,0,0,0,0
748,1,1,"2021-07-14 11:59:40",3.6,4.5,0,0,0,0,0
749,1,1,"2021-07-14 11:59:40",3.6,4.5,0,0,0,0,0
750,1,1,"2021-07-14 11:59:40",3.6,4.5,0,0,0,0,0
751,1,1,"2021-07-14 11:59:41",3.6,4.5,0,0,0,0,0
752,1,1,"2021-07-14 11:59:41",3.6,4.5,0,0,0,0,0
753,1,1,"2021-07-14 11:59:42",3.6,4.5,0,0,0,0,0
754,1,1,"2021-07-14 11:59:42",3.6,4.5,0,0,0,0,0
755,1,1,"2021-07-14 11:59:42",3.6,4.5,0,0,0,0,0
756,1,1,"2021-07-14 11:59:43",3.6,4.5,0,0,0,0,0
757,1,1,"2021-07-14 11:59:43",3.6,4.5,0,0,0,0,0
758,1,1,"2021-07-14 11:59:44",3.6,4.5,0,0,0,0,0
759,1,1,"2021-07-14 11:59:44",3.6,4.5,0,0,0,0,0
760,1,1,"2021-07-14 11:59:44",3.6,4.5,0,0,0,0,0
761,1,1,"2021-07-14 11:59:45",3.6,4.5,0,0,0,0,0
762,1,1,"2021-07-14 11:59:45",3.6,4.5,0,0,0,0,0
763,1,1,"2021-07-14 11:59:46",3.6,4.5,0,0,0,0,0
764,1,1,"2021-07-14 11:59:46",3.6,4.5,0,0,0,0,0
765,1,1,"2021-07-14 11:59:46",3.6,4.5,0,0,0,0,0
766,1,1,"2021-07-14 11:59:47",3.6,4.5,0,0,0,0,0
767,1,1,"2021-07-14 11:59:47",3.6,4.5,0,0,0,0,0
768,1,1,"2021-07-14 11:59:48",3.6,4.5,0,0,0,0,0
769,1,1,"2021-07-14 11:59:48",3.6,4.5,0,0,0,0,0
770,1,1,"2021-07-14 11:59:48",3.6,4.5,0,0,0,0,0
771,1,1,"2021-07-14 11:59:49",3.6,4.5,0,0,0,0,0
772,1,1,"2021-07-14 11:59:49",3.6,4.5,0,0,0,0,0
773,1,1,"2021-07-14 11:59:50",3.6,4.5,0,0,0,0,0
774,1,1,"2021-07-14 11:59:50",3.6,4.5,0,0,0,0,0
775,1,1,"2021-07-14 11:59:50",3.6,4.5,0,0,0,0,0
776,1,1,"2021-07-14 11:59:51",3.6,4.5,0,0,0,0,0
777,1,1,"2021-07-14 11:59:51",3.6,4.5,0,0,0,0,0
778,1,1,"2021-07-14 11:59:52",3.6,4.5,0,0,0,0,0
779,1,1,"2021-07-14 11:59:52",3.6,4.5,0,0,0,0,0
780,1,1,"2021-07-14 11:59:52",3.6,4.5,0,0,0,0,0
781,1,1,"2021-07-14 11:59:53",3.6,4.5,0,0,0,0,0
782,1,1,"2021-07-14 11:59:53",3.6,4.5,0,0,0,0,0
783,1,1,"2021-07-14 11:59:54",3.6,4.5,0,0,0,0,0
784,1,1,"2021-07-14 11:59:54",3.6,4.5,0,0,0,0,0
785,1,1,"2021-07-14 11:59:54",3.6,4.5,0,0,0,0,0
786,1,1,"2021-07-14 11:59:55",3.6,4.5,0,0,0,0,0
787,1,1,"2021-07-14 11:59:55",3.6,4.5,0,0,0,0,0
788,1,1,"2021-07-14 11:59:56",3.6,4.5,0,0,0,0,0
789,1,1,"2021-07-14 11:59:56",3.6,4.5,0,0,0,0,0
790,1,1,"2021-07-14 11:59:56",3.6,4.5,0,0,0,0,0
791,1,1,"2021-07-14 11:59:57",3.6,4.5,0,0,0,0,0
792,1,1,"2021-07-14 11:59:57",3.6,4.5,0,0,0,0,0
793,1,1,"2021-07-14 11:59:58",3.6,4.5,0,0,0,0,0
794,1,1,"2021-07-14 11:59:58",3.6,4.5,0,0,0,0,0
795,1,1,"2021-07-14 11:59:58",3.6,4.5,0,0,0,0,0
796,1,1,"2021-07-14 11:59:59",3.6,4.5,0,0,0,0,0
797,1,1,"2021-07-14 11:59:59",3.6,4.5,0,0,0,0,0
798,1,1,"2021-07-14 12:00:00",3.6,4.5,0,0,0,0,0
799,1,1,"2021-07-14 12:00:00",3.6,4.5,0,0,0,0,0
800,1,1,"2021-07-14 12:00:00",3.6,4.5,0,0,0,0,0
801,1,1,"2021-07-14 12:00:01",3.6,4.5,0,0,0,0,0
802,1,1,"2021-07-14 12:00:01",3.6,4.5,0,0,0,0,0
803,1,1,"2021-07-14 12:00:02",3.6,4.5,0,0,0,0,0
804,1,1,"2021-07-14 12:00:02",3.6,4.5,0,0,0,0,0
805,1,1,"2021-07-14 12:00:02",3.6,4.5,0,0,0,0,0
806,1,1,"2021-07-14 12:00:03",3.6,4.5,0,0,0,0,0
807,1,1,"2021-07-14 12:00:03",3.6,4.5,0,0,0,0,0
808,1,1,"2021-07-14 12:00:04",3.6,4.5,0,0,0,0,0
809,1,1,"2021-07-14 12:00:04",3.6,4.5,0,0,0,0,0
810,1,1,"2021-07-14 12:00:04",3.6,4.5,0,0,0,0,0
811,1,1,"2021-07-14 12:00:05",3.6,4.5,0,0,0,0,0
812,1,1,"2021-07-14 12:00:05",3.6,4.5,0,0,0,0,0
813,1,1,"2021-07-14 12:00:06",3.6,4.5,0,0,0,0,0
814,1,1,"2021-07-14 12:00:06",3.6,4.5,0,0,0,0,0
815,1,1,"2021-07-14 12:00:06",3.6,4.5,0,0,0,0,0
816,1,1,"2021-07-14 12:00:07",3.6,4.5,0,0,0,0,0
817,1,1,"2021-07-14 12:00:07",3.6,4.5,0,0,0,0,0
818,1,1,"2021-07-14 12:00:08",3.6,4.5,0,0,0,0,0
819,1,1,"2021-07-14 12:00:08",3.6,4.5,0,0,0,0,0
820,1,1,"2021-07-14 12:00:08",3.6,4.5,0,0,0,0,0
821,1,1,"2021-07-14 12:00:09",3.6,4.5,0,0,0,0,0
822,1,1,"2021-07-14 12:00:09",3.6,4.5,0,0,0,0,0
823,1,1,"2021-07-14 12:00:10",3.6,4.5,0,0,0,0,0
824,1,1,"2021-07-14 12:00:10",3.6,4.5,0,0,0,0,0
825,1,1,"2021-07-14 12:00:10",3.6,4.5,0,0,0,0,0
826,1,1,"2021-07-14 12:00:11",3.6,4.5,0,0,0,0,0
827,1,1,"2021-07-14 12:00:11",3.6,4.5,0,0,0,0,0
828,1,1,"2021-07-14 12:00:12",3.6,4.5,0,0,0,0,0
829,1,1,"2021-07-14 12:00:12",3.6,4.5,0,0,0,0,0
830,1,1,"2021-07-14 12:00:12",3.6,4.5,0,0,0,0,0
831,1,1,"2021-07-14 12:00:13",3.6,4.5,0,0,0,0,0
832,1,1,"2021-07-14 12:00:13",3.6,4.5,0,0,0,0,0
833,1,1,"2021-07-14 12:00:14",3.6,4.5,0,0,0,0,0
834,1,1,"2021-07-14 12:00:14",3.6,4.5,0,0,0,0,0
835,1,1,"2021-07-14 12:00:15",3.6,4.5,0,0,0,0,0
836,1,1,"2021-07-14 12:00:15",3.6,4.5,0,0,0,0,0
837,1,1,"2021-07-14 12:00:15",3.6,4.5,0,0,0,0,0
838,1,1,"2021-07-14 12:00:16",3.6,4.5,0,0,0,0,0
839,1,1,"2021-07-14 12:00:16",3.6,4.5,0,0,0,0,0
840,1,1,"2021-07-14 12:00:17",3.6,4.5,0,0,0,0,0
841,1,1,"2021-07-14 12:00:17",3.6,4.5,0,0,0,0,0
842,1,1,"2021-07-14 12:00:17",3.6,4.5,0,0,0,0,0
843,1,1,"2021-07-14 12:00:18",3.6,4.5,0,0,0,0,0
844,1,1,"2021-07-14 12:00:18",3.6,4.5,0,0,0,0,0
845,1,1,"2021-07-14 12:00:18",3.6,4.5,0,0,0,0,0
846,1,1,"2021-07-14 12:00:19",3.6,4.5,0,0,0,0,0
847,1,1,"2021-07-14 12:00:19",3.6,4.5,0,0,0,0,0
848,1,1,"2021-07-14 12:00:20",3.6,4.5,0,0,0,0,0
849,1,1,"2021-07-14 12:00:20",3.6,4.5,0,0,0,0,0
850,1,1,"2021-07-14 12:00:21",3.6,4.5,0,0,0,0,0
851,1,1,"2021-07-14 12:00:21",3.6,4.5,0,0,0,0,0
852,1,1,"2021-07-14 12:00:21",3.6,4.5,0,0,0,0,0
853,1,1,"2021-07-14 12:00:22",3.6,4.5,0,0,0,0,0
854,1,1,"2021-07-14 12:00:22",3.6,4.5,0,0,0,0,0
855,1,1,"2021-07-14 12:00:23",3.6,4.5,0,0,0,0,0
856,1,1,"2021-07-14 12:00:23",3.6,4.5,0,0,0,0,0
857,1,1,"2021-07-14 12:00:23",3.6,4.5,0,0,0,0,0
858,1,1,"2021-07-14 12:00:24",3.6,4.5,0,0,0,0,0
859,1,1,"2021-07-14 12:00:24",3.6,4.5,0,0,0,0,0
860,1,1,"2021-07-14 12:00:25",3.6,4.5,0,0,0,0,0
861,1,1,"2021-07-14 12:00:25",3.6,4.5,0,0,0,0,0
862,1,1,"2021-07-14 12:00:25",3.6,4.5,0,0,0,0,0
863,1,1,"2021-07-14 12:00:26",3.6,4.5,0,0,0,0,0
864,1,1,"2021-07-14 12:00:26",3.6,4.5,0,0,0,0,0
865,1,1,"2021-07-14 12:00:27",3.6,4.5,0,0,0,0,0
866,1,1,"2021-07-14 12:00:27",3.6,4.5,0,0,0,0,0
867,1,1,"2021-07-14 12:00:27",3.6,4.5,0,0,0,0,0
868,1,1,"2021-07-14 12:00:28",3.6,4.5,0,0,0,0,0
869,1,1,"2021-07-14 12:00:28",3.6,4.5,0,0,0,0,0
870,1,1,"2021-07-14 12:00:29",3.6,4.5,0,0,0,0,0
871,1,1,"2021-07-14 12:00:29",3.6,4.5,0,0,0,0,0
872,1,1,"2021-07-14 12:00:29",3.6,4.5,0,0,0,0,0
873,1,1,"2021-07-14 12:00:30",3.6,4.5,0,0,0,0,0
874,1,1,"2021-07-14 12:00:30",3.6,4.5,0,0,0,0,0
875,1,1,"2021-07-14 12:00:31",3.6,4.5,0,0,0,0,0
876,1,1,"2021-07-14 12:00:31",3.6,4.5,0,0,0,0,0
877,1,1,"2021-07-14 12:00:31",3.6,4.5,0,0,0,0,0
878,1,1,"2021-07-14 12:00:32",3.6,4.5,0,0,0,0,0
879,1,1,"2021-07-14 12:00:32",3.6,4.5,0,0,0,0,0
880,1,1,"2021-07-14 12:00:33",3.6,4.5,0,0,0,0,0
881,1,1,"2021-07-14 12:00:33",3.6,4.5,0,0,0,0,0
882,1,1,"2021-07-14 12:00:33",3.6,4.5,0,0,0,0,0
883,1,1,"2021-07-14 12:00:34",3.6,4.5,0,0,0,0,0
884,1,1,"2021-07-14 12:00:34",3.6,4.5,0,0,0,0,0
885,1,1,"2021-07-14 12:00:35",3.6,4.5,0,0,0,0,0
886,1,1,"2021-07-14 12:00:35",3.6,4.5,0,0,0,0,0
887,1,1,"2021-07-14 12:00:35",3.6,4.5,0,0,0,0,0
888,1,1,"2021-07-14 12:00:36",3.6,4.5,0,0,0,0,0
889,1,1,"2021-07-14 12:00:36",3.6,4.5,0,0,0,0,0
890,1,1,"2021-07-14 12:00:37",3.6,4.5,0,0,0,0,0
891,1,1,"2021-07-14 12:00:37",3.6,4.5,0,0,0,0,0
892,1,1,"2021-07-14 12:00:37",3.6,4.5,0,0,0,0,0
893,1,1,"2021-07-14 12:00:38",3.6,4.5,0,0,0,0,0
894,1,1,"2021-07-14 12:00:38",3.6,4.5,0,0,0,0,0
895,1,1,"2021-07-14 12:00:39",3.6,4.5,0,0,0,0,0
896,1,1,"2021-07-14 12:00:39",3.6,4.5,0,0,0,0,0
897,1,1,"2021-07-14 12:00:39",3.6,4.5,0,0,0,0,0
898,1,1,"2021-07-14 12:00:40",3.6,4.5,0,0,0,0,0
899,1,1,"2021-07-14 12:00:40",3.6,4.5,0,0,0,0,0
900,1,1,"2021-07-14 12:00:41",3.6,4.5,0,0,0,0,0
901,1,1,"2021-07-14 12:00:41",3.6,4.5,0,0,0,0,0
902,1,1,"2021-07-14 12:00:41",3.6,4.5,0,0,0,0,0
903,1,1,"2021-07-14 12:00:42",3.6,4.5,0,0,0,0,0
904,1,1,"2021-07-14 12:00:42",3.6,4.5,0,0,0,0,0
905,1,1,"2021-07-14 12:00:43",3.6,4.5,0,0,0,0,0
906,1,1,"2021-07-14 12:00:43",3.6,4.5,0,0,0,0,0
907,1,1,"2021-07-14 12:00:43",3.6,4.5,0,0,0,0,0
908,1,1,"2021-07-14 12:00:44",3.6,4.5,0,0,0,0,0
909,1,1,"2021-07-14 12:00:44",3.6,4.5,0,0,0,0,0
910,1,1,"2021-07-14 12:00:45",3.6,4.5,0,0,0,0,0
911,1,1,"2021-07-14 12:00:45",3.6,4.5,0,0,0,0,0
912,1,1,"2021-07-14 12:00:45",3.6,4.5,0,0,0,0,0
913,1,1,"2021-07-14 12:00:46",3.6,4.5,0,0,0,0,0
914,1,1,"2021-07-14 12:00:46",3.6,4.5,0,0,0,0,0
915,1,1,"2021-07-14 12:00:47",3.6,4.5,0,0,0,0,0
916,1,1,"2021-07-14 12:00:47",3.6,4.5,0,0,0,0,0
917,1,1,"2021-07-14 12:00:47",3.6,4.5,0,0,0,0,0
918,1,1,"2021-07-14 12:00:48",3.6,4.5,0,0,0,0,0
919,1,1,"2021-07-14 12:00:48",3.6,4.5,0,0,0,0,0
920,1,1,"2021-07-14 12:00:49",3.6,4.5,0,0,0,0,0
921,1,1,"2021-07-14 12:00:49",3.6,4.5,0,0,0,0,0
922,1,1,"2021-07-14 12:00:49",3.6,4.5,0,0,0,0,0
923,1,1,"2021-07-14 12:00:50",3.6,4.5,0,0,0,0,0
924,1,1,"2021-07-14 12:00:50",3.6,4.5,0,0,0,0,0
925,1,1,"2021-07-14 12:00:51",3.6,4.5,0,0,0,0,0
926,1,1,"2021-07-14 12:00:51",3.6,4.5,0,0,0,0,0
927,1,1,"2021-07-14 12:00:51",3.6,4.5,0,0,0,0,0
928,1,1,"2021-07-14 12:00:52",3.6,4.5,0,0,0,0,0
929,1,1,"2021-07-14 12:00:52",3.6,4.5,0,0,0,0,0
930,1,1,"2021-07-14 12:00:53",3.6,4.5,0,0,0,0,0
931,1,1,"2021-07-14 12:00:53",3.6,4.5,0,0,0,0,0
932,1,1,"2021-07-14 12:00:53",3.6,4.5,0,0,0,0,0
933,1,1,"2021-07-14 12:00:54",3.6,4.5,0,0,0,0,0
934,1,1,"2021-07-14 12:00:54",3.6,4.5,0,0,0,0,0
935,1,1,"2021-07-14 12:00:55",3.6,4.5,0,0,0,0,0
936,1,1,"2021-07-14 12:00:55",3.6,4.5,0,0,0,0,0
937,1,1,"2021-07-14 12:00:55",3.6,4.5,0,0,0,0,0
938,1,1,"2021-07-14 12:00:56",3.6,4.5,0,0,0,0,0
939,1,1,"2021-07-14 12:00:56",3.6,4.5,0,0,0,0,0
940,1,1,"2021-07-14 12:00:57",3.6,4.5,0,0,0,0,0
941,1,1,"2021-07-14 12:00:57",3.6,4.5,0,0,0,0,0
942,1,1,"2021-07-14 12:00:57",3.6,4.5,0,0,0,0,0
943,1,1,"2021-07-14 12:00:58",3.6,4.5,0,0,0,0,0
944,1,1,"2021-07-14 12:00:58",3.6,4.5,0,0,0,0,0
945,1,1,"2021-07-14 12:00:59",3.6,4.5,0,0,0,0,0
946,1,1,"2021-07-14 12:00:59",3.6,4.5,0,0,0,0,0
947,1,1,"2021-07-14 12:00:59",3.6,4.5,0,0,0,0,0
948,1,1,"2021-07-14 12:01:00",3.6,4.5,0,0,0,0,0
949,1,1,"2021-07-14 12:01:00",3.6,4.5,0,0,0,0,0
950,1,1,"2021-07-14 12:01:01",3.6,4.5,0,0,0,0,0
951,1,1,"2021-07-14 12:01:01",3.6,4.5,0,0,0,0,0
952,1,1,"2021-07-14 12:01:01",3.6,4.5,0,0,0,0,0
953,1,1,"2021-07-14 12:01:02",3.6,4.5,0,0,0,0,0
954,1,1,"2021-07-14 12:01:02",3.6,4.5,0,0,0,0,0
955,1,1,"2021-07-14 12:01:03",3.6,4.5,0,0,0,0,0
956,1,1,"2021-07-14 12:01:03",3.6,4.5,0,0,0,0,0
957,1,1,"2021-07-14 12:01:04",3.6,4.5,0,0,0,0,0
958,1,1,"2021-07-14 12:01:04",3.6,4.5,0,0,0,0,0
959,1,1,"2021-07-14 12:01:04",3.6,4.5,0,0,0,0,0
960,1,1,"2021-07-14 12:01:05",3.6,4.5,0,0,0,0,0
961,1,1,"2021-07-14 12:01:05",3.6,4.5,0,0,0,0,0
962,1,1,"2021-07-14 12:01:05",3.6,4.5,0,0,0,0,0
963,1,1,"2021-07-14 12:01:06",3.6,4.5,0,0,0,0,0
964,1,1,"2021-07-14 12:01:06",3.6,4.5,0,0,0,0,0
965,1,1,"2021-07-14 12:01:07",3.6,4.5,0,0,0,0,0
966,1,1,"2021-07-14 12:01:07",3.6,4.5,0,0,0,0,0
967,1,1,"2021-07-14 12:01:08",3.6,4.5,0,0,0,0,0
968,1,1,"2021-07-14 12:01:08",3.6,4.5,0,0,0,0,0
969,1,1,"2021-07-14 12:01:08",3.6,4.5,0,0,0,0,0
970,1,1,"2021-07-14 12:01:09",3.6,4.5,0,0,0,0,0
971,1,1,"2021-07-14 12:01:09",3.6,4.5,0,0,0,0,0
972,1,1,"2021-07-14 12:01:10",3.6,4.5,0,0,0,0,0
973,1,1,"2021-07-14 12:01:10",3.6,4.5,0,0,0,0,0
974,1,1,"2021-07-14 12:01:10",3.6,4.5,0,0,0,0,0
975,1,1,"2021-07-14 12:01:11",3.6,4.5,0,0,0,0,0
976,1,1,"2021-07-14 12:01:11",3.6,4.5,0,0,0,0,0
977,1,1,"2021-07-14 12:01:12",3.6,4.5,0,0,0,0,0
978,1,1,"2021-07-14 12:01:12",3.6,4.5,0,0,0,0,0
979,1,1,"2021-07-14 12:01:12",3.6,4.5,0,0,0,0,0
980,1,1,"2021-07-14 12:01:13",3.6,4.5,0,0,0,0,0
981,1,1,"2021-07-14 12:01:13",3.6,4.5,0,0,0,0,0
982,1,1,"2021-07-14 12:01:14",3.6,4.5,0,0,0,0,0
983,1,1,"2021-07-14 12:01:14",3.6,4.5,0,0,0,0,0
984,1,1,"2021-07-14 12:01:14",3.6,4.5,0,0,0,0,0
985,1,1,"2021-07-14 12:01:15",3.6,4.5,0,0,0,0,0
986,1,1,"2021-07-14 12:01:15",3.6,4.5,0,0,0,0,0
987,1,1,"2021-07-14 12:01:16",3.6,4.5,0,0,0,0,0
988,1,1,"2021-07-14 12:01:16",3.6,4.5,0,0,0,0,0
989,1,1,"2021-07-14 12:01:16",3.6,4.5,0,0,0,0,0
990,1,1,"2021-07-14 12:01:17",3.6,4.5,0,0,0,0,0
991,1,1,"2021-07-14 12:01:17",3.6,4.5,0,0,0,0,0
992,1,1,"2021-07-14 12:01:18",3.6,4.5,0,0,0,0,0
993,1,1,"2021-07-14 12:01:18",3.6,4.5,0,0,0,0,0
994,1,1,"2021-07-14 12:01:18",3.6,4.5,0,0,0,0,0
995,1,1,"2021-07-14 12:01:19",3.6,4.5,0,0,0,0,0
996,1,1,"2021-07-14 12:01:19",3.6,4.5,0,0,0,0,0
997,1,1,"2021-07-14 12:01:20",3.6,4.5,0,0,0,0,0
998,1,1,"2021-07-14 12:01:20",3.6,4.5,0,0,0,0,0
999,1,1,"2021-07-14 12:01:20",3.6,4.5,0,0,0,0,0
1000,1,1,"2021-07-14 12:01:21",3.6,4.5,0,0,0,0,0
